#ReinforceParamWeapon=REINFORCE_PARAM_WEAPON_ST
ID,Name,physicsAtkRate,magicAtkRate,fireAtkRate,thunderAtkRate,staminaAtkRate,saWeaponAtkRate,saDurabilityRate,correctStrengthRate,correctAgilityRate,correctMagicRate,correctFaithRate,physicsGuardCutRate,magicGuardCutRate,fireGuardCutRate,thunderGuardCutRate,poisonGuardResistRate,toxicGuardResistRate,bleedGuardResistRate,curseGuardResistRate,staminaGuardResistRate,spEffectId1,spEffectId2,spEffectId3,ResidentSpEffectId1,ResidentSpEffectId2,ResidentSpEffectId3,materialSetId,pad1,darkAtkRate,darkCutRate,StabilityAtkRate,StabilityCutRate,frostGuardResistRate,unk1,pad2
7003,[Hybrid] Lucky +3,1.241,1.3,1.3,1.3,1.3,1,1,1.78,0,1.15,1.15,1,1,1,1,1,1,1,1,1.03,0,0,0,0,0,0,3,-,1.3,1,1,1,2,1,-
7004,[Hybrid] Lucky +4,1.328,1.4,1.4,1.4,1.4,1,1,1.85,0,1.2,1.2,1,1,1,1,1,1,1,1,1.04,0,0,0,0,0,0,4,-,1.4,1,1,1,2.25,1,-
7005,[Hybrid] Lucky +5,1.415,1.5,1.5,1.5,1.5,1,1,1.89,0,1.23,1.23,1,1,1,1,1,1,1,1,1.05,0,0,0,0,0,0,5,-,1.5,1,1,1,2.5,1,-
7006,[Hybrid] Lucky +6,1.502,1.6,1.6,1.6,1.6,1,1,1.93,0,1.26,1.26,1,1,1,1,1,1,1,1,1.06,0,0,0,0,0,0,6,-,1.6,1,1,1,2.75,1,-
7007,[Hybrid] Lucky +7,1.589,1.7,1.7,1.7,1.7,1,1,1.97,0,1.29,1.29,1,1,1,1,1,1,1,1,1.07,0,0,0,0,0,0,7,-,1.7,1,1,1,3,1,-
7008,[Hybrid] Lucky +8,1.676,1.8,1.8,1.8,1.8,1,1,2.01,0,1.32,1.32,1,1,1,1,1,1,1,1,1.08,0,0,0,0,0,0,8,-,1.8,1,1,1,3.25,1,-
7009,[Hybrid] Lucky +9,1.763,1.9,1.9,1.9,1.9,1,1,2.05,0,1.35,1.35,1,1,1,1,1,1,1,1,1.09,0,0,0,0,0,0,9,-,1.9,1,1,1,3.5,1,-
7010,[Hybrid] Lucky +10,1.85,2,2,2,2,1,1,2.1,0,1.4,1.4,1,1,1,1,1,1,1,1,1.1,0,0,0,0,0,0,10,-,2,1,1,1,4,1,-
8000,[Shield] Normal +0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-,1,1,1,1,1,1,-
8001,[Shield] Normal +1,1.1,1.1,1.1,1.1,1.1,1,1,1.05,1.05,1.05,1.05,1,1,1,1,1,1,1,1,1.032,0,0,0,0,0,0,1,-,1.1,1,1.05,1,1,1,-
8002,[Shield] Normal +2,1.2,1.2,1.2,1.2,1.2,1,1,1.1,1.1,1.1,1.1,1,1,1,1,1,1,1,1,1.064,0,0,0,0,0,0,2,-,1.2,1,1.1,1,1.2,1,-
8003,[Shield] Normal +3,1.3,1.3,1.3,1.3,1.3,1,1,1.15,1.15,1.15,1.15,1,1,1,1,1,1,1,1,1.096,0,0,0,0,0,0,3,-,1.3,1,1.15,1,1.4,1,-
8004,[Shield] Normal +4,1.4,1.4,1.4,1.4,1.4,1,1,1.2,1.2,1.2,1.2,1,1,1,1,1,1,1,1,1.128,0,0,0,0,0,0,4,-,1.4,1,1.2,1,1.6,1,-
8005,[Shield] Normal +5,1.5,1.5,1.5,1.5,1.5,1,1,1.23,1.23,1.23,1.23,1,1,1,1,1,1,1,1,1.16,0,0,0,0,0,0,5,-,1.5,1,1.23,1,1.8,1,-
8006,[Shield] Normal +6,1.6,1.6,1.6,1.6,1.6,1,1,1.26,1.26,1.26,1.26,1,1,1,1,1,1,1,1,1.192,0,0,0,0,0,0,6,-,1.6,1,1.26,1,2,1,-
8007,[Shield] Normal +7,1.7,1.7,1.7,1.7,1.7,1,1,1.29,1.29,1.29,1.29,1,1,1,1,1,1,1,1,1.224,0,0,0,0,0,0,7,-,1.7,1,1.29,1,2.2,1,-
8008,[Shield] Normal +8,1.8,1.8,1.8,1.8,1.8,1,1,1.32,1.32,1.32,1.32,1,1,1,1,1,1,1,1,1.256,0,0,0,0,0,0,8,-,1.8,1,1.32,1,2.4,1,-
8009,[Shield] Normal +9,1.9,1.9,1.9,1.9,1.9,1,1,1.35,1.35,1.35,1.35,1,1,1,1,1,1,1,1,1.288,0,0,0,0,0,0,9,-,1.9,1,1.35,1,2.6,1,-
8010,[Shield] Normal +10,2,2,2,2,2,1,1,1.4,1.4,1.4,1.4,1,1,1,1,1,1,1,1,1.32,0,0,0,0,0,0,10,-,2,1,1.4,1,3,1,-
8100,[Shield] Infused +0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-,1,1,1,1,1,1,-
8101,[Shield] Infused +1,1.1,1.1,1.1,1.1,1.1,1,1,1.05,1.05,1.05,1.05,1,1,1,1,1,1,1,1,1.03,0,0,0,0,0,0,1,-,1.1,1,1.05,1,1,1,-
8102,[Shield] Infused +2,1.2,1.2,1.2,1.2,1.2,1,1,1.1,1.1,1.1,1.1,1,1,1,1,1,1,1,1,1.06,0,0,0,0,0,0,2,-,1.2,1,1.1,1,1.2,1,-
8103,[Shield] Infused +3,1.3,1.3,1.3,1.3,1.3,1,1,1.15,1.15,1.15,1.15,1,1,1,1,1,1,1,1,1.09,0,0,0,0,0,0,3,-,1.3,1,1.15,1,1.4,1,-
8104,[Shield] Infused +4,1.4,1.4,1.4,1.4,1.4,1,1,1.2,1.2,1.2,1.2,1,1,1,1,1,1,1,1,1.12,0,0,0,0,0,0,4,-,1.4,1,1.2,1,1.6,1,-
8105,[Shield] Infused +5,1.5,1.5,1.5,1.5,1.5,1,1,1.23,1.23,1.23,1.23,1,1,1,1,1,1,1,1,1.14,0,0,0,0,0,0,5,-,1.5,1,1.23,1,1.8,1,-
8106,[Shield] Infused +6,1.6,1.6,1.6,1.6,1.6,1,1,1.26,1.26,1.26,1.26,1,1,1,1,1,1,1,1,1.16,0,0,0,0,0,0,6,-,1.6,1,1.26,1,2,1,-
8107,[Shield] Infused +7,1.7,1.7,1.7,1.7,1.7,1,1,1.29,1.29,1.29,1.29,1,1,1,1,1,1,1,1,1.18,0,0,0,0,0,0,7,-,1.7,1,1.29,1,2.2,1,-
8108,[Shield] Infused +8,1.8,1.8,1.8,1.8,1.8,1,1,1.32,1.32,1.32,1.32,1,1,1,1,1,1,1,1,1.2,0,0,0,0,0,0,8,-,1.8,1,1.32,1,2.4,1,-
8109,[Shield] Infused +9,1.9,1.9,1.9,1.9,1.9,1,1,1.35,1.35,1.35,1.35,1,1,1,1,1,1,1,1,1.22,0,0,0,0,0,0,9,-,1.9,1,1.35,1,2.6,1,-
8110,[Shield] Infused +10,2,2,2,2,2,1,1,1.4,1.4,1.4,1.4,1,1,1,1,1,1,1,1,1.23,0,0,0,0,0,0,10,-,2,1,1.4,1,3,1,-
8200,[Shield] Unique +0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-,1,1,1,1,1,1,-
8201,[Shield] Unique +1,1.1,1.1,1.1,1.1,1.1,1,1,1.05,1.05,1.05,1.05,1,1,1,1,1,1,1,1,1.02,0,0,0,0,0,0,1,-,1.1,1,1.05,1,1,1,-
8202,[Shield] Unique +2,1.2,1.2,1.2,1.2,1.2,1,1,1.1,1.1,1.1,1.1,1,1,1,1,1,1,1,1,1.04,0,0,0,0,0,0,2,-,1.2,1,1.1,1,1.2,1,-
8203,[Shield] Unique +3,1.3,1.3,1.3,1.3,1.3,1,1,1.15,1.15,1.15,1.15,1,1,1,1,1,1,1,1,1.06,0,0,0,0,0,0,3,-,1.3,1,1.15,1,1.4,1,-
8204,[Shield] Unique +4,1.4,1.4,1.4,1.4,1.4,1,1,1.2,1.2,1.2,1.2,1,1,1,1,1,1,1,1,1.06,0,0,0,0,0,0,4,-,1.4,1,1.2,1,1.6,1,-
8205,[Shield] Unique +5,1.5,1.5,1.5,1.5,1.5,1,1,1.23,1.23,1.23,1.23,1,1,1,1,1,1,1,1,1.07,0,0,0,0,0,0,5,-,1.5,1,1.23,1,1.8,1,-
8206,,1.6,1.6,1.6,1.6,1.6,1,1,1.26,1.26,1.26,1.26,1,1,1,1,1,1,1,1,1.08,0,0,0,0,0,0,6,-,1.6,1,1.26,1,2,1,-
8207,,1.7,1.7,1.7,1.7,1.7,1,1,1.29,1.29,1.29,1.29,1,1,1,1,1,1,1,1,1.09,0,0,0,0,0,0,7,-,1.7,1,1.29,1,2.2,1,-
8208,,1.8,1.8,1.8,1.8,1.8,1,1,1.32,1.32,1.32,1.32,1,1,1,1,1,1,1,1,1.1,0,0,0,0,0,0,8,-,1.8,1,1.32,1,2.4,1,-
8209,,1.9,1.9,1.9,1.9,1.9,1,1,1.35,1.35,1.35,1.35,1,1,1,1,1,1,1,1,1.11,0,0,0,0,0,0,9,-,1.9,1,1.35,1,2.6,1,-
8210,,2,2,2,2,2,1,1,1.4,1.4,1.4,1.4,1,1,1,1,1,1,1,1,1.12,0,0,0,0,0,0,10,-,2,1,1.4,1,3,1,-
8300,[Shield] Unique - Infused +0,1.15,1.15,1.15,1.15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-,1.15,1,1,1,1,1,-
8301,[Shield] Unique - Infused +1,1.28,1.28,1.28,1.28,1.2,1,1,1.08,1.08,1.08,1.08,1,1,1,1,1,1,1,1,1.02,0,0,0,0,0,0,1,-,1.28,1,1.08,1,1,1,-
8302,[Shield] Unique - Infused +2,1.37,1.37,1.37,1.37,1.4,1,1,1.16,1.16,1.16,1.16,1,1,1,1,1,1,1,1,1.03,0,0,0,0,0,0,2,-,1.37,1,1.16,1,1.4,1,-
8303,[Shield] Unique - Infused +3,1.6,1.6,1.6,1.6,1.6,1,1,1.24,1.24,1.24,1.24,1,1,1,1,1,1,1,1,1.04,0,0,0,0,0,0,3,-,1.6,1,1.24,1,1.8,1,-
8304,[Shield] Unique - Infused +4,1.8,1.8,1.8,1.8,1.8,1,1,1.32,1.32,1.32,1.32,1,1,1,1,1,1,1,1,1.06,0,0,0,0,0,0,4,-,1.8,1,1.32,1,2.2,1,-
8305,[Shield] Unique - Infused +5,2,2,2,2,2,1,1,1.4,1.4,1.4,1.4,1,1,1,1,1,1,1,1,1.07,0,0,0,0,0,0,5,-,2,1,1.4,1,3,1,-
8400,[Shield] Boss +0,1.1,1.1,1.1,1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-,1.1,1,1,1,1,1,-
8401,[Shield] Boss +1,1.28,1.28,1.28,1.28,1.2,1,1,1.08,1.08,1.08,1.08,1,1,1,1,1,1,1,1,1.02,0,0,0,0,0,0,1,-,1.28,1,1.08,1,1,1,-
8402,[Shield] Boss +2,1.46,1.46,1.46,1.46,1.4,1,1,1.16,1.16,1.16,1.16,1,1,1,1,1,1,1,1,1.03,0,0,0,0,0,0,2,-,1.46,1,1.16,1,1.6,1,-
8403,[Shield] Boss +3,1.64,1.64,1.64,1.64,1.6,1,1,1.24,1.24,1.24,1.24,1,1,1,1,1,1,1,1,1.04,0,0,0,0,0,0,3,-,1.64,1,1.24,1,2.2,1,-
8404,[Shield] Boss +4,1.82,1.82,1.82,1.82,1.8,1,1,1.32,1.32,1.32,1.32,1,1,1,1,1,1,1,1,1.06,0,0,0,0,0,0,4,-,1.82,1,1.32,1,2.8,1,-
8405,[Shield] Boss +5,2,2,2,2,2,1,1,1.4,1.4,1.4,1.4,1,1,1,1,1,1,1,1,1.07,0,0,0,0,0,0,5,-,2,1,1.4,1,4,1,-
8500,[Shield] Boss - Infused +0,1.15,1.15,1.15,1.15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-,1.15,1,1,1,1,1,-
8501,[Shield] Boss - Infused +1,1.28,1.28,1.28,1.28,1.2,1,1,1.08,1.08,1.08,1.08,1,1,1,1,1,1,1,1,1.03,0,0,0,0,0,0,1,-,1.28,1,1.08,1,1,1,-
8502,[Shield] Boss - Infused +2,1.37,1.37,1.37,1.37,1.4,1,1,1.16,1.16,1.16,1.16,1,1,1,1,1,1,1,1,1.06,0,0,0,0,0,0,2,-,1.37,1,1.16,1,1.4,1,-
8503,[Shield] Boss - Infused +3,1.6,1.6,1.6,1.6,1.6,1,1,1.24,1.24,1.24,1.24,1,1,1,1,1,1,1,1,1.09,0,0,0,0,0,0,3,-,1.6,1,1.24,1,1.8,1,-
8504,[Shield] Boss - Infused +4,1.8,1.8,1.8,1.8,1.8,1,1,1.32,1.32,1.32,1.32,1,1,1,1,1,1,1,1,1.12,0,0,0,0,0,0,4,-,1.8,1,1.32,1,2.2,1,-
8505,[Shield] Boss - Infused +5,2,2,2,2,2,1,1,1.4,1.4,1.4,1.4,1,1,1,1,1,1,1,1,1.15,0,0,0,0,0,0,5,-,2,1,1.4,1,3,1,-
8600,[Shield] Dragon +0,1.1,1.1,1.1,1.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-,1.1,1,1,1,1,1,-
8601,[Shield] Dragon +1,1.28,1.28,1.28,1.28,1.2,1,1,1.08,1.08,1.08,1.08,1,1,1,1,1,1,1,1,1.01,0,0,0,0,0,0,1,-,1.28,1,1.08,1,1,1,-
8602,[Shield] Dragon +2,1.46,1.46,1.46,1.46,1.4,1,1,1.16,1.16,1.16,1.16,1,1,1,1,1,1,1,1,1.02,0,0,0,0,0,0,2,-,1.46,1,1.16,1,1.6,1,-
8603,[Shield] Dragon +3,1.64,1.64,1.64,1.64,1.6,1,1,1.24,1.24,1.24,1.24,1,1,1,1,1,1,1,1,1.03,0,0,0,0,0,0,3,-,1.64,1,1.24,1,2.2,1,-
8604,[Shield] Dragon +4,1.82,1.82,1.82,1.82,1.8,1,1,1.32,1.32,1.32,1.32,1,1,1,1,1,1,1,1,1.04,0,0,0,0,0,0,4,-,1.82,1,1.32,1,2.8,1,-
8605,[Shield] Dragon +5,2,2,2,2,2,1,1,1.4,1.4,1.4,1.4,1,1,1,1,1,1,1,1,1.06,0,0,0,0,0,0,5,-,2,1,1.4,1,4,1,-
9000,Handmaid's Ladle +0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-,1,1,1,1,1,1,-
9001,Handmaid's Ladle +1,1.1,1.1,1.1,1.1,1.1,1,1,1.05,1.05,1.05,1.05,1,1,1,1,1,1,1,1,1.01,0,0,0,0,0,0,1,-,1.1,1,1.05,1,1,1,-
9002,Handmaid's Ladle +2,1.2,1.2,1.2,1.2,1.2,1,1,1.1,1.1,1.1,1.1,1,1,1,1,1,1,1,1,1.02,0,0,0,0,0,0,2,-,1.2,1,1.1,1,1.2,1,-
9003,Handmaid's Ladle +3,1.3,1.3,1.3,1.3,1.3,1,1,1.15,1.15,1.15,1.15,1,1,1,1,1,1,1,1,1.03,0,0,0,0,0,0,3,-,1.3,1,1.15,1,1.4,1,-
9004,Handmaid's Ladle +4,1.4,1.4,1.4,1.4,1.4,1,1,1.2,1.2,1.2,1.2,1,1,1,1,1,1,1,1,1.04,0,0,0,0,0,0,4,-,1.4,1,1.2,1,1.6,1,-
9005,Handmaid's Ladle +5,1.5,1.5,1.5,1.5,1.5,1,1,1.23,1.23,1.23,1.23,1,1,1,1,1,1,1,1,1.05,0,0,0,0,0,0,5,-,1.5,1,1.23,1,1.8,1,-
9006,Handmaid's Ladle +6,1.6,1.6,1.6,1.6,1.6,1,1,1.26,1.26,1.26,1.26,1,1,1,1,1,1,1,1,1.06,0,0,0,0,0,0,6,-,1.6,1,1.26,1,2,1,-
9007,Handmaid's Ladle +7,1.7,1.7,1.7,1.7,1.7,1,1,1.29,1.29,1.29,1.29,1,1,1,1,1,1,1,1,1.07,0,0,0,0,0,0,7,-,1.7,1,1.29,1,2.2,1,-
9008,Handmaid's Ladle +8,1.8,1.8,1.8,1.8,1.8,1,1,1.32,1.32,1.32,1.32,1,1,1,1,1,1,1,1,1.08,0,0,0,0,0,0,8,-,1.8,1,1.32,1,2.4,1,-
9009,Handmaid's Ladle +9,1.9,1.9,1.9,1.9,1.9,1,1,1.35,1.35,1.35,1.35,1,1,1,1,1,1,1,1,1.09,0,0,0,0,0,0,9,-,1.9,1,1.35,1,2.6,1,-
9010,Handmaid's Ladle +10,2,2,2,2,2,1,1,1.4,1.4,1.4,1.4,1,1,1,1,1,1,1,1,1.1,0,0,0,0,0,0,10,-,2,1,1.4,1,3,1,-
9998,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-,1,1,1,1,1,1,-
9999,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-,1,1,1,1,1,1,-
